"VNetSubscriptionId","VNetSubscriptionName","VNetResourceGroup","VNetName","SubnetName","PrivateIP","VMName","VMSize","OSType","VMResourceGroup","VMSubscription","VMTags","VMLocation","WorkloadType","NICName"
"987e2911-c87e-414e-9483-9f14e199edef","ACUDN-Subscription-Prod","rg-Network-AustraliaEast","VNet-AustraliaEast","Green_Management100","172.21.16.6","VMMGMPRD101","Standard_DS1_v2","Unknown","rg-compute-australiaeast","987e2911-c87e-414e-9483-9f14e199edef"," Application:Vendor Management / Auvik Checkpoint Firewall Monitoring; Application  Owner:Matt Gurry (Matthew.Gurry@downer.co.nz);  Business Unit:Hawkins - IT Infrastructure;  Cost Centre:92006;  dxcManaged:TRUE; dxcMonitored :TRUE; Patching Group:Wave 2; Role:JH; Server Owner:Matt Gurry (Matthew.Gurry@downer.co.nz); ManagedByIBM:Yes; PatchingWaveByIBM:Wave3(ProdServers)_ExcludedCommunicationissue; Environment:PRD","australiaeast","Production","vmmgmprd101262"
"987e2911-c87e-414e-9483-9f14e199edef","ACUDN-Subscription-Prod","rg-Network-AustraliaEast","VNet-AustraliaEast","DMZ_AppServers100","172.21.225.4","VMPRDWSP001","Standard_B2as_v2","Unknown","rg-prd-coreview_hybrid_connector-aze","987e2911-c87e-414e-9483-9f14e199edef","dxcPatchSchedule:{ ""Required"": ""False""}; dxcBackup:{""Required"":""True"", ""RecoveryVault"":""recoveryvault100"", ""BackupPolicy"":""DefaultPolicy""}; dxcConfigurationCheck:; Application:Coreview Hybrid Connector; DepartmentName:Downer Group; Project:Coreview Hybrid Connector; Cost Centre Owner:David Glover; Support contact (BAU, performance, outage notification):IT-OPS-EUT;  Cost Centre:109101; ManagedByIBM:Yes; Environment:PRD; PatchingWaveByIBM:Wave3(ProdServers)","australiaeast","Production","VMPRDWSP001-vNic"
"987e2911-c87e-414e-9483-9f14e199edef","ACUDN-Subscription-Prod","rg-Network-AustraliaEast","VNet-AustraliaEast","Red_FirewallNVA100","172.21.248.6","vmfwlprd101","Standard_D11_v2","Linux","RG-FIREWALL-CHECKPOINT-100","987e2911-c87e-414e-9483-9f14e199edef","provider:30DE18BC-F9F6-4F22-9D30-54B8E74CFD5F; Application:Checkpoint; Application Owner:Matt Gurry (Matthew.Gurry@downer.co.nz); Business Unit:Hawkins - IT Infrastructure; Cost Centre:92006; Environment:PRD; Role:FW; Server owner:Matt Gurry (Matthew.Gurry@downer.co.nz); Patching Group:Appliance; ManagedByIBM:Yes; PatchingWaveByIBM:UnSupportedWorkload","australiaeast","Production","vmfwlprd101-eth0"
"987e2911-c87e-414e-9483-9f14e199edef","ACUDN-Subscription-Prod","rg-Network-AustraliaEast","VNet-AustraliaEast","DMZ_FirewallTransit100","172.21.227.7","vmfwlprd101","Standard_D11_v2","Linux","RG-FIREWALL-CHECKPOINT-100","987e2911-c87e-414e-9483-9f14e199edef","provider:30DE18BC-F9F6-4F22-9D30-54B8E74CFD5F; Application:Checkpoint; Application Owner:Matt Gurry (Matthew.Gurry@downer.co.nz); Business Unit:Hawkins - IT Infrastructure; Cost Centre:92006; Environment:PRD; Role:FW; Server owner:Matt Gurry (Matthew.Gurry@downer.co.nz); Patching Group:Appliance; ManagedByIBM:Yes; PatchingWaveByIBM:UnSupportedWorkload","australiaeast","Production","vmfwlprd101-eth1"
"987e2911-c87e-414e-9483-9f14e199edef","ACUDN-Subscription-Prod","rg-Network-AustraliaEast","VNet-AustraliaEast","SIEM_Subnet","172.21.0.133","AZAEPRODLOGMH01","Standard_F4s_v2","Unknown","RG-AE-PROD-LOGM-HAWK-01","987e2911-c87e-414e-9483-9f14e199edef","ManagedByIBM:Yes","australiaeast","Production","azaeprodlogmh01955_z1"
"987e2911-c87e-414e-9483-9f14e199edef","ACUDN-Subscription-Prod","rg-Network-AustraliaEast","VNet-AustraliaEast","SIEM_Subnet","172.21.0.132","AZAESIEMHAWK01","Standard_F4s_v2","Linux","RG-AE-PROD-SIEM-HAWK-01","987e2911-c87e-414e-9483-9f14e199edef","ManagedByIBM:Yes; Environment:PRD; PatchingWaveByIBM:Wave3(ProdServers)","australiaeast","Production","azaesiemhawk01289_z1"
"987e2911-c87e-414e-9483-9f14e199edef","ACUDN-Subscription-Prod","rg-Network-AustraliaEast","VNet-AustraliaEast","SIEM_NSS","172.21.0.196","AZAEHAWKNSS01","Standard_F16s_v2","Linux","RG-AE-PROD-SIEM-HAWK-01","987e2911-c87e-414e-9483-9f14e199edef","ManagedByIBM:Yes; Environment:PRD; PatchingWaveByIBM:UnSupportedWorkload","australiaeast","Production","azaehawknss01542_z1"
"987e2911-c87e-414e-9483-9f14e199edef","ACUDN-Subscription-Prod","rg-Network-AustraliaEast","VNet-AustraliaEast","SIEM_NSS","172.21.0.197","AZAEHAWKNSS01","Standard_F16s_v2","Linux","RG-AE-PROD-SIEM-HAWK-01","987e2911-c87e-414e-9483-9f14e199edef","ManagedByIBM:Yes; Environment:PRD; PatchingWaveByIBM:UnSupportedWorkload","australiaeast","Production","AZAEHAWKNSS01_NIC1"
"5a75d3bb-4842-4bb4-8cea-b524b09f8614","AU_NONPRD_SUB","RG-AU-NonProd-Network-AUEast","vNET01-AU-NonProd-AUEast","sNET01-AU-NonProd-Internal-AUEast","10.150.148.14","AUAZEDANWAD013","Standard_D2as_v5","Unknown","RG--OPSGS-NONPRD","5a75d3bb-4842-4bb4-8cea-b524b09f8614","dxcBackup:{""Required"":""True"", ""RecoveryVault"":""AU-NonProd-RSV-AUE-01"", ""BackupPolicy"":""DefaultPolicy""}; Service_Name:OPSGS; Application:OPSGS; Service_Description:Asphalt Ticketing System; Organization or Tenancy:Downer; Department:Chief Financial Office; Business Unit:Chief Financial Office; Cost Centre:109104; Cost Centre Owner:Adrian Skuodas <Adrian.Skuodas@downergroup.com>; Serivce Owner (Accountable for the service, e.g. Adrian, Deniz, Mark for each of prospective areas):trevor.govender@downergroup.com; Application Owner (portfolio managers, SDMs, SMs):trevor.govender@downergroup.com; Support contact (BAU, performance, outage notification):Krunal Kharod; Geo-Entity:AU; Organisation Sub Code:AZE_DAN; Environment:NONPRD; Patching Group:Wave 1; Role:App; PVTResolverGroupContactByIBM:krunal.kharod@downergroup.com; PVTResolverGroupByIBM:APPS-ERP-JDE-GS; PatchingWaveByIBM:Wave2(NonProdServers); BusinessOwnersByIBM:NotApplicable; WaveInformationFeb:Wave1NonProd; ManagedByIBM:Yes; AutoStartStopDev:Yes","australiaeast","Production","AUAZEDANWAD013-vNic"
"5a75d3bb-4842-4bb4-8cea-b524b09f8614","AU_NONPRD_SUB","RG-AU-NonProd-Network-AUEast","vNET01-AU-NonProd-AUEast","sNET01-AU-NonProd-Internal-AUEast","10.150.148.19","AUULTDWNWAD114","Standard_B2ms","Unknown","RG-AU-NonProd-WebTimesOneGS-AUEast","5a75d3bb-4842-4bb4-8cea-b524b09f8614","MarchWaveIBM:Wave2 NonProd; Application:WebTimes-OneGS;  Application Owner:Dehul.Malnika@downergroup.com; Business Unit :MEI; Cost Centre :109104; DXC_AutoDeploy:True; dxcBackup :""Required"":""True"",""RecoveryVault"":""AU-NonProd-RSV-AUE-01"",""BackupPolicy"":""Downer-VM-backup""}; dxcConfigurationCheck:20210915T164958Z; Environment:NONPRD; Function :App Server; Notification List : WT_BAU@downergroup.com; Praveen.Patil@Downergroup.com; Patching Group :Wave 1; Role:App; Owner Group :APPLICATION SERVICES - ECM and TA; dxcPatchSchedule :{""PatchScheduleName"":""Wave 3 ? Non-critical application"",""Required"":""TRUE""}; PatchingWaveByIBM:Wave2(NonProdServers); ManagedByIBM:Yes; App_Environment:DEV; AutoStartStopDev:Yes","australiaeast","Production","AUULTDWNWAD11413110f94-47ba-4264-a7b7-1da69ea4b22f"
"5a75d3bb-4842-4bb4-8cea-b524b09f8614","AU_NONPRD_SUB","RG-AU-NonProd-Network-AUEast","vNET01-AU-NonProd-AUEast","sNET01-AU-NonProd-Internal-AUEast","10.150.148.18","AUULTDWNWAD115","Standard_B2ms","Unknown","RG-AU-NonProd-WebTimesOneGS-AUEast","5a75d3bb-4842-4bb4-8cea-b524b09f8614","MarchWaveIBM:Wave2 NonProd;  Application: WebTimes-OneGS; Application Owner:Dehul.Malnika@downergroup.com; Business Unit:MEI; Cost Centre :109104; DXC_AutoDeploy:True; dxcBackup:{""Required"":""True"",""RecoveryVault"":""AU-NonProd-RSV-AUE-01"",""BackupPolicy"":""Downer-VM-backup""}; dxcConfigurationCheck :20210915T165023Z; Environment:NONPRD; Function:App Server; Notification List : WT_BAU@downergroup.com; dehul.malnika@downergroup.com; Patching Group:Wave 1; Role :APP; Start:auultdwnwad115_start; Stop :auultdwnwad115_stop; Owner Group :APPLICATION SERVICES - ECM and TA; dxcPatchSchedule :{""PatchScheduleName"":""Wave 3"",""Required"":""TRUE""}; PatchingWaveByIBM:Wave2(NonProdServers); ManagedByIBM:Yes; App_Environment:DEV; AutoStartStopDev:Yes","australiaeast","Production","AUULTDWNWAD1151a60a7cc-840b-435e-be69-c858a1e10ef0"
"5a75d3bb-4842-4bb4-8cea-b524b09f8614","AU_NONPRD_SUB","RG-AU-NonProd-Network-AUEast","vNET01-AU-NonProd-AUEast","sNET01-AU-NonProd-Internal-AUEast","10.150.148.16","AUAZEDANWAD010","Standard_E4-2s_v5","Unknown","RG-DEV-AMIS-AZE","5a75d3bb-4842-4bb4-8cea-b524b09f8614","dxcBackup:{""Required"":""True"", ""RecoveryVault"":""AU-NonProd-RSV-AUE-01"", ""BackupPolicy"":""DefaultPolicy""}; dxcConfigurationCheck:; Application:AMIS; DepartmentName:downer; Project:downer; Service_Name:AMIS; Service_Description:Asset maintenance system that was specifically designed for the roads department but has since been altered to provide additional functionality; Business Unit Code:AusOps-Road Services; Cost Centre Owner:Nabin Pradhan; Serivce Owner (Accountable for the service, e.g. Adrian, Deniz, Mark for each of prospective areas):James Xu (James.Xu@dmroads.com.au); Application Owner (portfolio managers, SDMs, SMs):Application Owner - Nabin Pradhan (Nabin.Pradhan@dmroads.com.au); Geo-Entity:AU; Business_Unit:Road Services; Entity_Code:DA; Environment:NONPRD; Patching Group:Wave 4; Role:APP; Business Unit:TBD; Application Owner:bayezid.al-arabi@dmroads.com.au; nabin.pradhan@dmroads.com.au; Owner Group:Road Services;  Owner Group:Road Services; dxcPatchSchedule:{ ""Required"": ""False""}; PVTResolverGroupContactByIBM:nabin.pradhan@downergroup.com; PVTResolverGroupByIBM:T and I; PatchingWaveByIBM:Wave2(NonProdServers); BusinessOwnersByIBM:nabin.pradhan@downergroup.com; Bayezid.Al-arabi@dmroads.com.au; ManagedByIBM:Yes; App_Environment:DEV; AutoStartStopDev:Yes; Cost Center:170291","australiaeast","Non-Production","AUAZEDANWAD010-vNic"
"5a75d3bb-4842-4bb4-8cea-b524b09f8614","AU_NONPRD_SUB","RG-AU-NonProd-Network-AUEast","vNET01-AU-NonProd-AUEast","sNET01-AU-NonProd-Internal-AUEast","10.150.148.32","AUAZEDANWAD012","Standard_E2ds_v5","Unknown","RG-DEV-AMIS-AZE","5a75d3bb-4842-4bb4-8cea-b524b09f8614","dxcBackup:{""Required"":""True"", ""RecoveryVault"":""AU-NonProd-RSV-AUE-01"", ""BackupPolicy"":""DefaultPolicy""}; dxcConfigurationCheck:; Application:AMIS; DepartmentName:downer; Project:downer; Service_Name:AMIS; Service_Description:Asset maintenance system that was specifically designed for the roads department but has since been altered to provide additional functionality; Business Unit Code:AusOps-Road Services; Serivce Owner (Accountable for the service, e.g. Adrian, Deniz, Mark for each of prospective areas):James Xu (James.Xu@dmroads.com.au); Application Owner (portfolio managers, SDMs, SMs):Application Owner - Nabin Pradhan (Nabin.Pradhan@dmroads.com.au); Support contact (BAU, performance, outage notification):""Application SPOCs - James Xu (James.Xu@dmroads.com.au) , Bayezid Al-arabi(Bayezid.Al-arabi@dmroads.com.au) BAU- dxc_in_azure_cloudops_pod1@dxc.com""; Geo-Entity:AU; Business_Unit:Road Services; Entity_Code:DA; Environment:NONPRD; Patching Group:Wave 3; Role:APP; Business Unit:TBD; Application Owner:bayezid.al-arabi@dmroads.com.au; nabin.pradhan@dmroads.com.au; Owner Group:Road Services; dxcPatchSchedule:{ ""Required"": ""False""}; PVTResolverGroupContactByIBM:nabin.pradhan@downergroup.com; PVTResolverGroupByIBM:T and I; PatchingWaveByIBM:Wave2(NonProdServers); BusinessOwnersByIBM:nabin.pradhan@downergroup.com; ManagedByIBM:Yes; App_Environment:DEV; AutoStartStopDev:Yes; Cost Center:170291; Cost Center Owner:Nabin Pradhan","australiaeast","Non-Production","AUAZEDANWAD012-vNic"
"5a75d3bb-4842-4bb4-8cea-b524b09f8614","AU_NONPRD_SUB","RG-AU-NonProd-Network-AUEast","vNET01-AU-NonProd-AUEast","sNET01-AU-NonProd-Internal-AUEast","10.150.148.29","AUAZEDANWRD002","Standard_B16ms","Unknown","rg-dev-amis-aze","5a75d3bb-4842-4bb4-8cea-b524b09f8614","Service_Name:AMIS; Application:AMIS; Service_Description:Asset maintenance system that was specifically designed for the roads department but has since been altered to provide additional functionality; Business Unit Code:CorpServices-Information Technology; Cost Centre:170291; Cost Centre Owner:Nabin Pradhan; Serivce Owner (Accountable for the service, e.g. Adrian, Deniz, Mark for each of prospective areas):James Xu (James.Xu@dmroads.com.au); Application Owner (portfolio managers, SDMs, SMs):Application Owner - Nabin Pradhan (Nabin.Pradhan@dmroads.com.au); Geo-Entity:AU; Business_Unit:Information Technology; Entity_Code:DA; Environment:DEV; Patching Group:Wave 4; Role:DB; Business Unit:TBD; Application Owner:bayezid.al-arabi@dmroads.com.au; nabin.pradhan@dmroads.com.au; Owner Group:Road Services; PVTResolverGroupContactByIBM:APPS-DBA; PVTResolverGroupByIBM:APPS-DBA; PatchingWaveByIBM:Wave2(NonProdServers); BusinessOwnersByIBM:Bayezid.Al-arabi@dmroads.com.au; ManagedByIBM:Yes","australiaeast","Non-Production","AUAZEDANWRD002-vNic"
"5a75d3bb-4842-4bb4-8cea-b524b09f8614","AU_NONPRD_SUB","RG-AU-NonProd-Network-AUEast","vNET01-AU-NonProd-AUEast","sNET01-AU-NonProd-Internal-AUEast","10.150.148.55","AUULTDWNWSR001","Standard_D2s_v3","Unknown","RG-DEV-ANZDCI_PEDB-AZE","5a75d3bb-4842-4bb4-8cea-b524b09f8614","MarchWaveIBM:Wave2 NonProd; Project Name:DCS3 Cloud Transformation; Application:ANZDCI-MAXIMO; Application Owner:Muhammad.Arshad@downergroup.com; DXC_AutoDeploy :True; Server Owner (Contact for patching approval):glyn.robertson@downer.co.nz; Service_Description :Enterprise Asset Management; Cost Centre Owner :Program Elevate; Outage Approver :Refer_Downer shared file (MIM Application Contact Details-Downer_Spotless v4.12); Entity_Code :DA; Patching Group : Wave 3; Cost Centre:10910010; dxcConfigurationCheck :20210915T165217Z; dxcBackup :{""Required"":""True"",""RecoveryVault"":""AU-NonProd-RSV-AUE-01"",""BackupPolicy"":""DefaultPolicy""}; Role:APP; Business Unit:MEI; Owner Group :APPLICATION SERVICES - EAM; dxcPatchSchedule :{""PatchScheduleName"":""Wave 3"",""Required"":""TRUE""}; PatchingWaveByIBM:UnSupportedWorkload; ManagedByIBM:Yes; Environment:NONPRD; App_Environment:DEV; AutoStartStopDev:Yes","australiaeast","Non-Production","AUULTDWNWSR00107815fd3-40d2-4167-88b7-4df575612566"
"5a75d3bb-4842-4bb4-8cea-b524b09f8614","AU_NONPRD_SUB","RG-AU-NonProd-Network-AUEast","vNET01-AU-NonProd-AUEast","sNET01-AU-NonProd-Internal-AUEast","10.150.148.56","AUULTDWNWSR003","Standard_D2s_v3","Unknown","RG-DEV-ANZDCI_PEDB-AZE","5a75d3bb-4842-4bb4-8cea-b524b09f8614","MarchWaveIBM:Wave2 NonProd; Application :ANZDCI-MAXIMO; Application Owner :Muhammad.Arshad@downergroup.com; Business Unit Code:CorpServices-Information Technology; Business_Unit :Information Technology; Cost Centre :10910010; Cost Centre Owner :Program Elevate; DXC_AutoDeploy :True; dxcBackup :{""Required"":""True"",""RecoveryVault"":""AU-NonProd-RSV-AUE-01"",""BackupPolicy"":""Downer-VM-backup""}; dxcConfigurationCheck :20210915T165240Z; Entity_Code :DA; Geo-Entity :AU; Outage Approver :Refer_Downer shared file (MIM Application Contact Details-Downer_Spotless v4.12); Patching Group :Wave 3; Server Owner (Contact for patching approval):Muhammad.Arshad@downergroup.com; Service_Description :Enterprise Asset Management; Role :APP; Business Unit:All Divisions; Owner Group :APPLICATION SERVICES - EAM; dxcPatchSchedule :{""PatchScheduleName"":""Wave 4"",""Required"":""TRUE""}; Project Name :DCS3 Cloud Transformation; PatchingWaveByIBM:UnSupportedWorkload; ManagedByIBM:Yes; Environment:NONPRD; App_Environment:DEV; AutoStartStopDev:Yes; RDP Status:No_Need to check","australiaeast","Non-Production","AUULTDWNWSR00355533bd9-5ed7-41c3-8726-650462dce2bf"
"5a75d3bb-4842-4bb4-8cea-b524b09f8614","AU_NONPRD_SUB","RG-AU-NonProd-Network-AUEast","vNET01-AU-NonProd-AUEast","sNET01-AU-NonProd-Internal-AUEast","10.150.148.44","AUAZEDANWAD017","Standard_D4d_v5","Unknown","RG-DEV-EXPRESSAPPSK2-AZE","5a75d3bb-4842-4bb4-8cea-b524b09f8614","MarchWaveIBM:Wave2 NonProd; Application:ExpressApps K2; Application Owner (portfolio managers, SDMs, SMs) :Dehul.malnika@downergroup.com; Business Unit Code:CEO Directorate-CFO Office; Business_Unit :CFO Office;  Cost Centre:109104;  Cost Centre Owner:Adrian Skuodas; Department Name:NA; dxcBackup:""Required"":""True"", ""RecoveryVault"":""AU-NonProd-RSV-AUE-01"", ""BackupPolicy"":""DefaultPolicy""; dxcConfigurationCheck:; dxcPatchSchedule:{ ""Required"": ""False""}; Entity_Code:DA; Geo-Entity: AU; Patching Group:Wave 3; Project:NA; Serivce Owner (Accountable for the service, e.g. Adrian, Deniz, Mark for each of prospective areas):Dehul.malnika@downergroup.com; Service Description:K2?is the Digital Process Automation low-code no-code platform to design, build & deploy?applications quickly and at scale by offering?web user interface (forms), workflows, reporting & integrations to multiple LOB systems; Service_Name:ExpressApps K2; Support contact (BAU, performance, outage notification:K2?is the Digital Process Automation low-code no-code platform to design, build & deploy?applications quickly and at scale by offering?web user interface (forms), workflows, reporting & integrations to multiple LOB systems; PatchingWaveByIBM:Wave2(NonProdServers); ManagedByIBM:Yes; Environment:NONPRD; Application Support Team:; AutoStartStopDev:Yes","australiaeast","Non-Production","AUAZEDANWAD017-vNic"
"5a75d3bb-4842-4bb4-8cea-b524b09f8614","AU_NONPRD_SUB","RG-AU-NonProd-Network-AUEast","vNET01-AU-NonProd-AUEast","sNET01-AU-NonProd-Internal-AUEast","10.150.148.15","auultdwnuad013","Standard_F4s_v2","Linux","RG-DEV-EXPRESSAPPSNMR-AUEAST","5a75d3bb-4842-4bb4-8cea-b524b09f8614","Application Name:ExpressApps-NMR; Environment:NONPRD; Application Owner:Amrita Dey; Application Support Team:Bespoke Apps Platform Manager; Business Owner:Prachi Kulkarni; ManagedByIBM:Yes; Cost Center:109104; PatchingWaveByIBM:UnSupportedWorkload; App_Environment:DEV; AutoStartStopDev:Yes","australiaeast","Non-Production","AUULTDWNUAD013-vNIC"
